time,Latitude,Longitude,Height,Yaw,Pitch,Roll
0.515,45.3,-75.08,196.9228813,0,-1.5708,0
0.52,45.3,-75.08,196.9604,0,-1.5708,0
0.525,45.3,-75.08,196.9982813,0,-1.5708,0
0.53,45.3,-75.08,197.036525,0,-1.5708,0
0.535,45.3,-75.08,197.0751313,0,-1.5708,0
0.54,45.3,-75.08,197.1141,0,-1.5708,0
0.545,45.3,-75.08,197.1534313,0,-1.5708,0
0.55,45.3,-75.08,197.193125,0,-1.5708,0
0.555,45.3,-75.08,197.2331813,0,-1.5708,0
0.56,45.3,-75.08,197.2736,0,-1.5708,0
0.565,45.3,-75.08,197.3143813,0,-1.5708,0
0.57,45.3,-75.08,197.355525,0,-1.5708,0
0.575,45.3,-75.08,197.3970313,0,-1.5708,0
0.58,45.3,-75.08,197.4389,0,-1.5708,0
0.585,45.3,-75.08,197.4811313,0,-1.5708,0
0.59,45.3,-75.08,197.523725,0,-1.5708,0
0.595,45.3,-75.08,197.5666813,0,-1.5708,0
0.6,45.3,-75.08,197.61,0,-1.5708,0
0.605,45.3,-75.08,197.6536813,0,-1.5708,0
0.61,45.3,-75.08,197.697725,0,-1.5708,0
0.615,45.3,-75.08,197.7421313,0,-1.5708,0
0.62,45.3,-75.08,197.7869,0,-1.5708,0
0.625,45.3,-75.08,197.8320313,0,-1.5708,0
0.63,45.3,-75.08,197.877525,0,-1.5708,0
0.635,45.3,-75.08,197.9233813,0,-1.5708,0
0.64,45.3,-75.08,197.9696,0,-1.5708,0
0.645,45.3,-75.08,198.0161813,0,-1.5708,0
0.65,45.3,-75.08,198.063125,0,-1.5708,0
0.655,45.3,-75.08,198.1104313,0,-1.5708,0
0.66,45.3,-75.08,198.1581,0,-1.5708,0
0.665,45.3,-75.08,198.2061313,0,-1.5708,0
0.67,45.3,-75.08,198.254525,0,-1.5708,0
0.675,45.3,-75.08,198.3032813,0,-1.5708,0
0.68,45.3,-75.08,198.3524,0,-1.5708,0
0.685,45.3,-75.08,198.4018813,0,-1.5708,0
0.69,45.3,-75.08,198.451725,0,-1.5708,0
0.695,45.3,-75.08,198.5019313,0,-1.5708,0
0.7,45.3,-75.08,198.5525,0,-1.5708,0
0.705,45.3,-75.08,198.6034313,0,-1.5708,0
0.71,45.3,-75.08,198.654725,0,-1.5708,0
0.715,45.3,-75.08,198.7063813,0,-1.5708,0
0.72,45.3,-75.08,198.7584,0,-1.5708,0
0.725,45.3,-75.08,198.8107813,0,-1.5708,0
0.73,45.3,-75.08,198.863525,0,-1.5708,0
0.735,45.3,-75.08,198.9166313,0,-1.5708,0
0.74,45.3,-75.08,198.9701,0,-1.5708,0
0.745,45.3,-75.08,199.0239313,0,-1.5708,0
0.75,45.3,-75.08,199.078125,0,-1.5708,0
0.755,45.3,-75.08,199.1326813,0,-1.5708,0
0.76,45.3,-75.08,199.1876,0,-1.5708,0
0.765,45.3,-75.08,199.2428813,0,-1.5708,0
0.77,45.3,-75.08,199.298525,0,-1.5708,0
0.775,45.3,-75.08,199.3545313,0,-1.5708,0
0.78,45.3,-75.08,199.4109,0,-1.5708,0
0.785,45.3,-75.08,199.4676313,0,-1.5708,0
0.79,45.3,-75.08,199.524725,0,-1.5708,0
0.795,45.3,-75.08,199.5821813,0,-1.5708,0
0.8,45.3,-75.08,199.64,0,-1.5708,0
0.805,45.3,-75.08,199.6981813,0,-1.5708,0
0.81,45.3,-75.08,199.756725,0,-1.5708,0
0.815,45.3,-75.08,199.8156313,0,-1.5708,0
0.82,45.3,-75.08,199.8749,0,-1.5708,0
0.825,45.3,-75.08,199.9345313,0,-1.5708,0
0.83,45.3,-75.08,199.994525,0,-1.5708,0
0.835,45.3,-75.08,200.0548813,0,-1.5708,0
0.84,45.3,-75.08,200.1156,0,-1.5708,0
0.845,45.3,-75.08,200.1766813,0,-1.5708,0
0.85,45.3,-75.08,200.238125,0,-1.5708,0
0.855,45.3,-75.08,200.2999313,0,-1.5708,0
0.86,45.3,-75.08,200.3621,0,-1.5708,0
0.865,45.3,-75.08,200.4246313,0,-1.5708,0
0.87,45.3,-75.08,200.487525,0,-1.5708,0
0.875,45.3,-75.08,200.5507813,0,-1.5708,0
0.88,45.3,-75.08,200.6144,0,-1.5708,0
0.885,45.3,-75.08,200.6783813,0,-1.5708,0
0.89,45.3,-75.08,200.742725,0,-1.5708,0
0.895,45.3,-75.08,200.8074313,0,-1.5708,0
0.9,45.3,-75.08,200.8725,0,-1.5708,0
0.905,45.3,-75.08,200.9379313,0,-1.5708,0
0.91,45.3,-75.08,201.003725,0,-1.5708,0
0.915,45.3,-75.08,201.0698813,0,-1.5708,0
0.92,45.3,-75.08,201.1364,0,-1.5708,0
0.925,45.3,-75.08,201.2032813,0,-1.5708,0
0.93,45.3,-75.08,201.270525,0,-1.5708,0
0.935,45.3,-75.08,201.3381313,0,-1.5708,0
0.94,45.3,-75.08,201.4061,0,-1.5708,0
0.945,45.3,-75.08,201.4744313,0,-1.5708,0
0.95,45.3,-75.08,201.543125,0,-1.5708,0
0.955,45.3,-75.08,201.6121813,0,-1.5708,0
0.96,45.3,-75.08,201.6816,0,-1.5708,0
0.965,45.3,-75.08,201.7513813,0,-1.5708,0
0.97,45.3,-75.08,201.821525,0,-1.5708,0
0.975,45.3,-75.08,201.8920313,0,-1.5708,0
0.98,45.3,-75.08,201.9629,0,-1.5708,0
0.985,45.3,-75.08,202.0341313,0,-1.5708,0
0.99,45.3,-75.08,202.105725,0,-1.5708,0
0.995,45.3,-75.08,202.1776813,0,-1.5708,0
1,45.3,-75.08,202.25,0,-1.5708,0
1.005,45.3,-75.08,202.3226813,0,-1.5708,0
1.01,45.3,-75.08,202.395725,0,-1.5708,0
1.015,45.3,-75.08,202.4691313,0,-1.5708,0
1.02,45.3,-75.08,202.5429,0,-1.5708,0
1.025,45.3,-75.08,202.6170313,0,-1.5708,0
1.03,45.3,-75.08,202.691525,0,-1.5708,0
1.035,45.3,-75.08,202.7663813,0,-1.5708,0
1.04,45.3,-75.08,202.8416,0,-1.5708,0
1.045,45.3,-75.08,202.9171813,0,-1.5708,0
1.05,45.3,-75.08,202.993125,0,-1.5708,0
1.055,45.3,-75.08,203.0694313,0,-1.5708,0
1.06,45.3,-75.08,203.1461,0,-1.5708,0
1.065,45.3,-75.08,203.2231313,0,-1.5708,0
1.07,45.3,-75.08,203.300525,0,-1.5708,0
1.075,45.3,-75.08,203.3782813,0,-1.5708,0
1.08,45.3,-75.08,203.4564,0,-1.5708,0
1.085,45.3,-75.08,203.5348813,0,-1.5708,0
1.09,45.3,-75.08,203.613725,0,-1.5708,0
1.095,45.3,-75.08,203.6929313,0,-1.5708,0
1.1,45.3,-75.08,203.7725,0,-1.5708,0
1.105,45.3,-75.08,203.8524313,0,-1.5708,0
1.11,45.3,-75.08,203.932725,0,-1.5708,0
1.115,45.3,-75.08,204.0133813,0,-1.5708,0
1.12,45.3,-75.08,204.0944,0,-1.5708,0
1.125,45.3,-75.08,204.1757813,0,-1.5708,0
1.13,45.3,-75.08,204.257525,0,-1.5708,0
1.135,45.3,-75.08,204.3396313,0,-1.5708,0
1.14,45.3,-75.08,204.4221,0,-1.5708,0
1.145,45.3,-75.08,204.5049313,0,-1.5708,0
1.15,45.3,-75.08,204.588125,0,-1.5708,0
1.155,45.3,-75.08,204.6716813,0,-1.5708,0
1.16,45.3,-75.08,204.7556,0,-1.5708,0
1.165,45.3,-75.08,204.8398813,0,-1.5708,0
1.17,45.3,-75.08,204.924525,0,-1.5708,0
1.175,45.3,-75.08,205.0095313,0,-1.5708,0
1.18,45.3,-75.08,205.0949,0,-1.5708,0
1.185,45.3,-75.08,205.1806313,0,-1.5708,0
1.19,45.3,-75.08,205.266725,0,-1.5708,0
1.195,45.3,-75.08,205.3531813,0,-1.5708,0
1.2,45.3,-75.08,205.44,0,-1.5708,0
1.205,45.3,-75.08,205.5271813,0,-1.5708,0
1.21,45.3,-75.08,205.614725,0,-1.5708,0
1.215,45.3,-75.08,205.7026313,0,-1.5708,0
1.22,45.3,-75.08,205.7909,0,-1.5708,0
1.225,45.3,-75.08,205.8795313,0,-1.5708,0
1.23,45.3,-75.08,205.968525,0,-1.5708,0
1.235,45.3,-75.08,206.0578813,0,-1.5708,0
1.24,45.3,-75.08,206.1476,0,-1.5708,0
1.245,45.3,-75.08,206.2376813,0,-1.5708,0
1.25,45.3,-75.08,206.328125,0,-1.5708,0
1.255,45.3,-75.08,206.4189313,0,-1.5708,0
1.26,45.3,-75.08,206.5101,0,-1.5708,0
1.265,45.3,-75.08,206.6016313,0,-1.5708,0
1.27,45.3,-75.08,206.693525,0,-1.5708,0
1.275,45.3,-75.08,206.7857813,0,-1.5708,0
1.28,45.3,-75.08,206.8784,0,-1.5708,0
1.285,45.3,-75.08,206.9713813,0,-1.5708,0
1.29,45.3,-75.08,207.064725,0,-1.5708,0
1.295,45.3,-75.08,207.1584313,0,-1.5708,0
1.3,45.3,-75.08,207.2525,0,-1.5708,0
1.305,45.3,-75.08,207.3469313,0,-1.5708,0
1.31,45.3,-75.08,207.441725,0,-1.5708,0
1.315,45.3,-75.08,207.5368813,0,-1.5708,0
1.32,45.3,-75.08,207.6324,0,-1.5708,0
1.325,45.3,-75.08,207.7282813,0,-1.5708,0
1.33,45.3,-75.08,207.824525,0,-1.5708,0
1.335,45.3,-75.08,207.9211313,0,-1.5708,0
1.34,45.3,-75.08,208.0181,0,-1.5708,0
1.345,45.3,-75.08,208.1154313,0,-1.5708,0
1.35,45.3,-75.08,208.213125,0,-1.5708,0
1.355,45.3,-75.08,208.3111813,0,-1.5708,0
1.36,45.3,-75.08,208.4096,0,-1.5708,0
1.365,45.3,-75.08,208.5083813,0,-1.5708,0
1.37,45.3,-75.08,208.607525,0,-1.5708,0
1.375,45.3,-75.08,208.7070313,0,-1.5708,0
1.38,45.3,-75.08,208.8069,0,-1.5708,0
1.385,45.3,-75.08,208.9071313,0,-1.5708,0
1.39,45.3,-75.08,209.007725,0,-1.5708,0
1.395,45.3,-75.08,209.1086813,0,-1.5708,0
1.4,45.3,-75.08,209.21,0,-1.5708,0
1.405,45.3,-75.08,209.3116813,0,-1.5708,0
1.41,45.3,-75.08,209.413725,0,-1.5708,0
1.415,45.3,-75.08,209.5161313,0,-1.5708,0
1.42,45.3,-75.08,209.6189,0,-1.5708,0
1.425,45.3,-75.08,209.7220313,0,-1.5708,0
1.43,45.3,-75.08,209.825525,0,-1.5708,0
1.435,45.3,-75.08,209.9293813,0,-1.5708,0
1.44,45.3,-75.08,210.0336,0,-1.5708,0
1.445,45.3,-75.08,210.1381813,0,-1.5708,0
1.45,45.3,-75.08,210.243125,0,-1.5708,0
1.455,45.3,-75.08,210.3484313,0,-1.5708,0
1.46,45.3,-75.08,210.4541,0,-1.5708,0
1.465,45.3,-75.08,210.5601313,0,-1.5708,0
1.47,45.3,-75.08,210.666525,0,-1.5708,0
1.475,45.3,-75.08,210.7732813,0,-1.5708,0
1.48,45.3,-75.08,210.8804,0,-1.5708,0
1.485,45.3,-75.08,210.9878813,0,-1.5708,0
1.49,45.3,-75.08,211.095725,0,-1.5708,0
1.495,45.3,-75.08,211.2039313,0,-1.5708,0
1.5,45.3,-75.08,211.3125,0,-1.5708,0
1.505,45.3,-75.08,211.4214313,0,-1.5708,0
1.51,45.3,-75.08,211.530725,0,-1.5708,0
1.515,45.3,-75.08,211.6403813,0,-1.5708,0
1.52,45.3,-75.08,211.7504,0,-1.5708,0
1.525,45.3,-75.08,211.8607813,0,-1.5708,0
1.53,45.3,-75.08,211.971525,0,-1.5708,0
1.535,45.3,-75.08,212.0826313,0,-1.5708,0
1.54,45.3,-75.08,212.1941,0,-1.5708,0
1.545,45.3,-75.08,212.3059313,0,-1.5708,0
1.55,45.3,-75.08,212.418125,0,-1.5708,0
1.555,45.3,-75.08,212.5306813,0,-1.5708,0
1.56,45.3,-75.08,212.6436,0,-1.5708,0
1.565,45.3,-75.08,212.7568813,0,-1.5708,0
1.57,45.3,-75.08,212.870525,0,-1.5708,0
1.575,45.3,-75.08,212.9845313,0,-1.5708,0
1.58,45.3,-75.08,213.0989,0,-1.5708,0
1.585,45.3,-75.08,213.2136313,0,-1.5708,0
1.59,45.3,-75.08,213.328725,0,-1.5708,0
1.595,45.3,-75.08,213.4441813,0,-1.5708,0
1.6,45.3,-75.08,213.56,0,-1.5708,0
1.605,45.3,-75.08,213.6761813,0,-1.5708,0
1.61,45.3,-75.08,213.792725,0,-1.5708,0
1.615,45.3,-75.08,213.9096313,0,-1.5708,0
1.62,45.3,-75.08,214.0269,0,-1.5708,0
1.625,45.3,-75.08,214.1445313,0,-1.5708,0
1.63,45.3,-75.08,214.262525,0,-1.5708,0
1.635,45.3,-75.08,214.3808813,0,-1.5708,0
1.64,45.3,-75.08,214.4996,0,-1.5708,0
1.645,45.3,-75.08,214.6186813,0,-1.5708,0
1.65,45.3,-75.08,214.738125,0,-1.5708,0
1.655,45.3,-75.08,214.8579313,0,-1.5708,0
1.66,45.3,-75.08,214.9781,0,-1.5708,0
1.665,45.3,-75.08,215.0986313,0,-1.5708,0
1.67,45.3,-75.08,215.219525,0,-1.5708,0
1.675,45.3,-75.08,215.3407813,0,-1.5708,0
1.68,45.3,-75.08,215.4624,0,-1.5708,0
1.685,45.3,-75.08,215.5843813,0,-1.5708,0
1.69,45.3,-75.08,215.706725,0,-1.5708,0
1.695,45.3,-75.08,215.8294313,0,-1.5708,0
1.7,45.3,-75.08,215.9525,0,-1.5708,0
1.705,45.3,-75.08,216.0759313,0,-1.5708,0
1.71,45.3,-75.08,216.199725,0,-1.5708,0
1.715,45.3,-75.08,216.3238813,0,-1.5708,0
1.72,45.3,-75.08,216.4484,0,-1.5708,0
1.725,45.3,-75.08,216.5732813,0,-1.5708,0
1.73,45.3,-75.08,216.698525,0,-1.5708,0
1.735,45.3,-75.08,216.8241313,0,-1.5708,0
1.74,45.3,-75.08,216.9501,0,-1.5708,0
1.745,45.3,-75.08,217.0764313,0,-1.5708,0
1.75,45.3,-75.08,217.203125,0,-1.5708,0
1.755,45.3,-75.08,217.3301813,0,-1.5708,0
1.76,45.3,-75.08,217.4576,0,-1.5708,0
1.765,45.3,-75.08,217.5853813,0,-1.5708,0
1.77,45.3,-75.08,217.713525,0,-1.5708,0
1.775,45.3,-75.08,217.8420313,0,-1.5708,0
1.78,45.3,-75.08,217.9709,0,-1.5708,0
1.785,45.3,-75.08,218.1001313,0,-1.5708,0
1.79,45.3,-75.08,218.229725,0,-1.5708,0
1.795,45.3,-75.08,218.3596813,0,-1.5708,0
1.8,45.3,-75.08,218.49,0,-1.5708,0
1.805,45.3,-75.08,218.6206813,0,-1.5708,0
1.81,45.3,-75.08,218.751725,0,-1.5708,0
1.815,45.3,-75.08,218.8831313,0,-1.5708,0
1.82,45.3,-75.08,219.0149,0,-1.5708,0
1.825,45.3,-75.08,219.1470313,0,-1.5708,0
1.83,45.3,-75.08,219.279525,0,-1.5708,0
1.835,45.3,-75.08,219.4123813,0,-1.5708,0
1.84,45.3,-75.08,219.5456,0,-1.5708,0
1.845,45.3,-75.08,219.6791813,0,-1.5708,0
1.85,45.3,-75.08,219.813125,0,-1.5708,0
1.855,45.3,-75.08,219.9474313,0,-1.5708,0
1.86,45.3,-75.08,220.0821,0,-1.5708,0
1.865,45.3,-75.08,220.2171313,0,-1.5708,0
1.87,45.3,-75.08,220.352525,0,-1.5708,0
1.875,45.3,-75.08,220.4882813,0,-1.5708,0
1.88,45.3,-75.08,220.6244,0,-1.5708,0
1.885,45.3,-75.08,220.7608813,0,-1.5708,0
1.89,45.3,-75.08,220.897725,0,-1.5708,0
1.895,45.3,-75.08,221.0349313,0,-1.5708,0
1.9,45.3,-75.08,221.1725,0,-1.5708,0
1.905,45.3,-75.08,221.3104313,0,-1.5708,0
1.91,45.3,-75.08,221.448725,0,-1.5708,0
1.915,45.3,-75.08,221.5873813,0,-1.5708,0
1.92,45.3,-75.08,221.7264,0,-1.5708,0
1.925,45.3,-75.08,221.8657813,0,-1.5708,0
1.93,45.3,-75.08,222.005525,0,-1.5708,0
1.935,45.3,-75.08,222.1456313,0,-1.5708,0
1.94,45.3,-75.08,222.2861,0,-1.5708,0
1.945,45.3,-75.08,222.4269313,0,-1.5708,0
1.95,45.3,-75.08,222.568125,0,-1.5708,0
1.955,45.3,-75.08,222.7096813,0,-1.5708,0
1.96,45.3,-75.08,222.8516,0,-1.5708,0
1.965,45.3,-75.08,222.9938813,0,-1.5708,0
1.97,45.3,-75.08,223.136525,0,-1.5708,0
1.975,45.3,-75.08,223.2795313,0,-1.5708,0
1.98,45.3,-75.08,223.4229,0,-1.5708,0
1.985,45.3,-75.08,223.5666313,0,-1.5708,0
1.99,45.3,-75.08,223.710725,0,-1.5708,0
1.995,45.3,-75.08,223.8551813,0,-1.5708,0
2,45.3,-75.08,224,0,-1.5708,0
2.005,45.3,-75.08,224.1451813,0,-1.5708,0
2.01,45.3,-75.08,224.290725,0,-1.5708,0
2.015,45.3,-75.08,224.4366313,0,-1.5708,0
2.02,45.3,-75.08,224.5829,0,-1.5708,0
2.025,45.3,-75.08,224.7295313,0,-1.5708,0
2.03,45.3,-75.08,224.876525,0,-1.5708,0
2.035,45.3,-75.08,225.0238813,0,-1.5708,0
2.04,45.3,-75.08,225.1716,0,-1.5708,0
2.045,45.3,-75.08,225.3196813,0,-1.5708,0
2.05,45.3,-75.08,225.468125,0,-1.5708,0
2.055,45.3,-75.08,225.6169313,0,-1.5708,0
2.06,45.3,-75.08,225.7661,0,-1.5708,0
2.065,45.3,-75.08,225.9156313,0,-1.5708,0
2.07,45.3,-75.08,226.065525,0,-1.5708,0
2.075,45.3,-75.08,226.2157813,0,-1.5708,0
2.08,45.3,-75.08,226.3664,0,-1.5708,0
2.085,45.3,-75.08,226.5173813,0,-1.5708,0
2.09,45.3,-75.08,226.668725,0,-1.5708,0
2.095,45.3,-75.08,226.8204313,0,-1.5708,0
2.1,45.3,-75.08,226.9725,0,-1.5708,0
2.105,45.3,-75.08,227.1249313,0,-1.5708,0
2.11,45.3,-75.08,227.277725,0,-1.5708,0
2.115,45.3,-75.08,227.4308813,0,-1.5708,0
2.12,45.3,-75.08,227.5844,0,-1.5708,0
2.125,45.3,-75.08,227.7382813,0,-1.5708,0
2.13,45.3,-75.08,227.892525,0,-1.5708,0
2.135,45.3,-75.08,228.0471313,0,-1.5708,0
2.14,45.3,-75.08,228.2021,0,-1.5708,0
2.145,45.3,-75.08,228.3574313,0,-1.5708,0
2.15,45.3,-75.08,228.513125,0,-1.5708,0
2.155,45.3,-75.08,228.6691813,0,-1.5708,0
2.16,45.3,-75.08,228.8256,0,-1.5708,0
2.165,45.3,-75.08,228.9823813,0,-1.5708,0
2.17,45.3,-75.08,229.139525,0,-1.5708,0
2.175,45.3,-75.08,229.2970313,0,-1.5708,0
2.18,45.3,-75.08,229.4549,0,-1.5708,0
2.185,45.3,-75.08,229.6131313,0,-1.5708,0
2.19,45.3,-75.08,229.771725,0,-1.5708,0
2.195,45.3,-75.08,229.9306813,0,-1.5708,0
2.2,45.3,-75.08,230.09,0,-1.5708,0
2.205,45.3,-75.08,230.2496813,0,-1.5708,0
2.21,45.3,-75.08,230.409725,0,-1.5708,0
2.215,45.3,-75.08,230.5701313,0,-1.5708,0
2.22,45.3,-75.08,230.7309,0,-1.5708,0
2.225,45.3,-75.08,230.8920313,0,-1.5708,0
2.23,45.3,-75.08,231.053525,0,-1.5708,0
2.235,45.3,-75.08,231.2153813,0,-1.5708,0
2.24,45.3,-75.08,231.3776,0,-1.5708,0
2.245,45.3,-75.08,231.5401813,0,-1.5708,0
2.25,45.3,-75.08,231.703125,0,-1.5708,0
2.255,45.3,-75.08,231.8664313,0,-1.5708,0
2.26,45.3,-75.08,232.0301,0,-1.5708,0
2.265,45.3,-75.08,232.1941313,0,-1.5708,0
2.27,45.3,-75.08,232.358525,0,-1.5708,0
2.275,45.3,-75.08,232.5232813,0,-1.5708,0
2.28,45.3,-75.08,232.6884,0,-1.5708,0
2.285,45.3,-75.08,232.8538813,0,-1.5708,0
2.29,45.3,-75.08,233.019725,0,-1.5708,0
2.295,45.3,-75.08,233.1859313,0,-1.5708,0
2.3,45.3,-75.08,233.3525,0,-1.5708,0
2.305,45.3,-75.08,233.5194313,0,-1.5708,0
2.31,45.3,-75.08,233.686725,0,-1.5708,0
2.315,45.3,-75.08,233.8543813,0,-1.5708,0
2.32,45.3,-75.08,234.0224,0,-1.5708,0
2.325,45.3,-75.08,234.1907813,0,-1.5708,0
2.33,45.3,-75.08,234.359525,0,-1.5708,0
2.335,45.3,-75.08,234.5286313,0,-1.5708,0
2.34,45.3,-75.08,234.6981,0,-1.5708,0
2.345,45.3,-75.08,234.8679313,0,-1.5708,0
2.35,45.3,-75.08,235.038125,0,-1.5708,0
2.355,45.3,-75.08,235.2086813,0,-1.5708,0
2.36,45.3,-75.08,235.3796,0,-1.5708,0
2.365,45.3,-75.08,235.5508813,0,-1.5708,0
2.37,45.3,-75.08,235.722525,0,-1.5708,0
2.375,45.3,-75.08,235.8945313,0,-1.5708,0
2.38,45.3,-75.08,236.0669,0,-1.5708,0
2.385,45.3,-75.08,236.2396313,0,-1.5708,0
2.39,45.3,-75.08,236.412725,0,-1.5708,0
2.395,45.3,-75.08,236.5861813,0,-1.5708,0
2.4,45.3,-75.08,236.76,0,-1.5708,0
2.405,45.3,-75.08,236.9341813,0,-1.5708,0
2.41,45.3,-75.08,237.108725,0,-1.5708,0
2.415,45.3,-75.08,237.2836313,0,-1.5708,0
2.42,45.3,-75.08,237.4589,0,-1.5708,0
2.425,45.3,-75.08,237.6345313,0,-1.5708,0
2.43,45.3,-75.08,237.810525,0,-1.5708,0
2.435,45.3,-75.08,237.9868813,0,-1.5708,0
2.44,45.3,-75.08,238.1636,0,-1.5708,0
