t,u,v,w,VT,phi,theta,psi,XE,YE,ZE,elevR,elevL,flapR,flapL,canard,rudder,alpha,beta
75.358,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70242.345,5293.154,-21896.812,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.368,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70251.651,5294.270,-21896.799,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.378,932.510,93.308,-9.484,937.215,-0.256,-0.034,0.025,70260.956,5295.386,-21896.786,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.388,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70270.262,5296.501,-21896.773,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.398,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70279.567,5297.617,-21896.760,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.408,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70288.873,5298.733,-21896.748,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.418,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70298.178,5299.848,-21896.735,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.428,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70307.484,5300.964,-21896.722,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.438,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70316.789,5302.080,-21896.709,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.448,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70326.095,5303.195,-21896.697,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.458,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70335.400,5304.311,-21896.684,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.468,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70344.706,5305.426,-21896.671,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.478,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70354.011,5306.542,-21896.658,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.488,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70363.317,5307.658,-21896.646,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.498,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70372.622,5308.773,-21896.633,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.508,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70381.928,5309.889,-21896.620,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.518,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70391.233,5311.004,-21896.607,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.528,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70400.539,5312.120,-21896.594,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.538,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70409.844,5313.235,-21896.582,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.548,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70419.150,5314.350,-21896.569,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.558,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70428.455,5315.466,-21896.556,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.568,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70437.761,5316.581,-21896.543,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.578,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70447.066,5317.697,-21896.531,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.588,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70456.372,5318.812,-21896.518,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.598,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70465.678,5319.927,-21896.505,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.608,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70474.983,5321.043,-21896.492,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.618,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70484.289,5322.158,-21896.479,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.628,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70493.594,5323.273,-21896.467,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.638,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70502.900,5324.389,-21896.454,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.648,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70512.205,5325.504,-21896.441,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.658,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70521.511,5326.619,-21896.428,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.668,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70530.816,5327.734,-21896.416,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.678,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70540.122,5328.850,-21896.403,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.688,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70549.427,5329.965,-21896.390,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.698,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70558.733,5331.080,-21896.377,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.708,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70568.039,5332.195,-21896.365,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.718,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70577.344,5333.310,-21896.352,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.728,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70586.650,5334.426,-21896.339,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.738,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70595.955,5335.541,-21896.326,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.748,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70605.261,5336.656,-21896.313,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.758,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70614.566,5337.771,-21896.301,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.768,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70623.872,5338.886,-21896.288,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.778,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70633.178,5340.001,-21896.275,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.788,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70642.483,5341.116,-21896.262,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.798,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70651.789,5342.231,-21896.250,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.808,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70661.094,5343.346,-21896.237,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.818,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70670.400,5344.461,-21896.224,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.828,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70679.705,5345.576,-21896.211,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.838,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70689.011,5346.691,-21896.198,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.848,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70698.317,5347.806,-21896.186,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.858,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70707.622,5348.921,-21896.173,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.868,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70716.928,5350.036,-21896.160,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.878,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70726.233,5351.151,-21896.147,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.888,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70735.539,5352.265,-21896.135,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.898,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70744.845,5353.380,-21896.122,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.908,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70754.150,5354.495,-21896.109,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.918,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70763.456,5355.610,-21896.096,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.928,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70772.761,5356.725,-21896.084,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.938,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70782.067,5357.840,-21896.071,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.948,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70791.373,5358.954,-21896.058,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.958,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70800.678,5360.069,-21896.045,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.968,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70809.984,5361.184,-21896.032,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.978,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70819.289,5362.299,-21896.020,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.988,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70828.595,5363.413,-21896.007,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
75.998,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70837.901,5364.528,-21895.994,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.008,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70847.206,5365.643,-21895.981,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.018,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70856.512,5366.757,-21895.969,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.028,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70865.817,5367.872,-21895.956,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.038,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70875.123,5368.987,-21895.943,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.048,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70884.429,5370.101,-21895.930,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.058,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70893.734,5371.216,-21895.917,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.068,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70903.040,5372.330,-21895.905,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.078,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70912.346,5373.445,-21895.892,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.088,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70921.651,5374.559,-21895.879,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.098,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70930.957,5375.674,-21895.866,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.108,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70940.263,5376.788,-21895.854,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.118,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70949.568,5377.903,-21895.841,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.128,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70958.874,5379.017,-21895.828,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.138,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70968.179,5380.132,-21895.815,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.148,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70977.485,5381.246,-21895.802,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.158,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70986.791,5382.361,-21895.790,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.168,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,70996.096,5383.475,-21895.777,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.178,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71005.402,5384.589,-21895.764,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.188,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71014.708,5385.704,-21895.751,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.198,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71024.013,5386.818,-21895.739,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.208,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71033.319,5387.933,-21895.726,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.218,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71042.625,5389.047,-21895.713,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.228,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71051.930,5390.161,-21895.700,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.238,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71061.236,5391.275,-21895.687,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.248,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71070.542,5392.390,-21895.675,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.258,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71079.847,5393.504,-21895.662,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.268,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71089.153,5394.618,-21895.649,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.278,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71098.459,5395.732,-21895.636,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.288,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71107.764,5396.847,-21895.624,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.298,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71117.070,5397.961,-21895.611,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.308,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71126.376,5399.075,-21895.598,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.318,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71135.681,5400.189,-21895.585,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.328,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71144.987,5401.303,-21895.572,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.338,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71154.293,5402.417,-21895.560,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.348,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71163.598,5403.532,-21895.547,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.358,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71172.904,5404.646,-21895.534,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.368,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71182.210,5405.760,-21895.521,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.378,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71191.516,5406.874,-21895.508,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.388,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71200.821,5407.988,-21895.496,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.398,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71210.127,5409.102,-21895.483,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.408,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71219.433,5410.216,-21895.470,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.418,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71228.738,5411.330,-21895.457,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.428,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71238.044,5412.444,-21895.445,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.438,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71247.350,5413.558,-21895.432,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.448,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71256.655,5414.672,-21895.419,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.458,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71265.961,5415.786,-21895.406,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.468,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71275.267,5416.899,-21895.393,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.478,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71284.573,5418.013,-21895.381,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.488,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71293.878,5419.127,-21895.368,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.498,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71303.184,5420.241,-21895.355,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.509,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71312.490,5421.355,-21895.342,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.519,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71321.795,5422.469,-21895.330,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.529,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71331.101,5423.583,-21895.317,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.539,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71340.407,5424.696,-21895.304,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.549,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71349.713,5425.810,-21895.291,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.559,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71359.018,5426.924,-21895.278,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.569,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71368.324,5428.038,-21895.266,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.579,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71377.630,5429.151,-21895.253,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.589,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71386.936,5430.265,-21895.240,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.599,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71396.241,5431.379,-21895.227,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.609,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71405.547,5432.492,-21895.214,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.619,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71414.853,5433.606,-21895.202,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.629,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71424.158,5434.720,-21895.189,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.639,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71433.464,5435.833,-21895.176,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.649,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71442.770,5436.947,-21895.163,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.659,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71452.076,5438.060,-21895.151,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.669,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71461.381,5439.174,-21895.138,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.679,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71470.687,5440.288,-21895.125,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.689,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71479.993,5441.401,-21895.112,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.699,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71489.299,5442.515,-21895.099,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.709,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71498.604,5443.628,-21895.087,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.719,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71507.910,5444.742,-21895.074,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.729,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71517.216,5445.855,-21895.061,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.739,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71526.522,5446.968,-21895.048,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.749,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71535.828,5448.082,-21895.036,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.759,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71545.133,5449.195,-21895.023,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.769,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71554.439,5450.309,-21895.010,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.779,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71563.745,5451.422,-21894.997,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.789,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71573.051,5452.535,-21894.984,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.799,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71582.356,5453.649,-21894.972,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.809,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71591.662,5454.762,-21894.959,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.819,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71600.968,5455.875,-21894.946,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.829,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71610.274,5456.989,-21894.933,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.839,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71619.580,5458.102,-21894.920,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.849,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71628.885,5459.215,-21894.908,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.859,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71638.191,5460.329,-21894.895,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.869,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71647.497,5461.442,-21894.882,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.879,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71656.803,5462.555,-21894.869,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.889,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71666.108,5463.668,-21894.856,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.899,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71675.414,5464.781,-21894.844,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.909,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71684.720,5465.895,-21894.831,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.919,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71694.026,5467.008,-21894.818,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
76.929,932.510,93.308,-9.483,937.215,-0.256,-0.034,0.025,71703.332,5468.121,-21894.805,0.000,-0.044,0.349,0.280,-0.327,-0.421,-0.043,-0.100
