1.57,9.42
1.57,9.577
1.5519,9.0834
1.5168,8.5177
1.4659,7.8876
1.4003,7.201
1.3213,6.4659
1.2303,5.6898
1.1285,4.8806
1.0174,4.0455
0.8982,3.1918
0.77236,2.3262
0.64116,1.4552
0.50587,0.58493
0.36905,-0.23151
0.2418,-0.67055
0.13399,-0.71035
0.05044,-0.47044
-0.0090736,-0.10132
-0.04819,0.27497
-0.072035,0.58526
-0.085688,0.80188
-0.093303,0.92874
-0.097799,0.98604
-0.10094,0.99815
-0.1036,0.98629
-0.10611,0.96547
-0.1085,0.94434
-0.11068,0.92655
-0.11257,0.91261
-0.11415,0.90148
-0.11542,0.89176
-0.11642,0.88224
-0.1172,0.87222
-0.11784,0.86139
-0.11836,0.84981
-0.1188,0.83767
-0.11918,0.82522
-0.11952,0.81267
-0.11982,0.80018
-0.12008,0.78784
-0.12029,0.77569
-0.12047,0.76373
-0.12062,0.75196
-0.12072,0.74036
-0.12079,0.72892
-0.12083,0.71763
-0.12083,0.70648
-0.12081,0.69548
-0.12075,0.68461
-0.12067,0.67389
-0.12056,0.66332
-0.12042,0.65288
-0.12026,0.6426
-0.12007,0.63245
-0.11985,0.62245
-0.11962,0.61258
-0.11936,0.60285
-0.11908,0.59326
-0.11878,0.5838
-0.11845,0.57447
-0.11811,0.56528
-0.11775,0.55621
-0.11737,0.54727
-0.11697,0.53846
-0.11656,0.52977
-0.11612,0.52121
-0.11568,0.51277
-0.11521,0.50444
-0.11473,0.49624
-0.11424,0.48815
-0.11374,0.48018
-0.11322,0.47233
-0.11268,0.46458
-0.11214,0.45695
-0.11158,0.44943
-0.11101,0.44202
-0.11044,0.43472
-0.10985,0.42752
-0.10925,0.42043
-0.10864,0.41344
-0.10802,0.40655
-0.10739,0.39976
-0.10676,0.39308
-0.10612,0.38649
-0.10547,0.38
-0.10481,0.3736
-0.10415,0.3673
-0.10348,0.3611
-0.1028,0.35498
-0.10212,0.34896
-0.10143,0.34303
-0.10074,0.33718
-0.10005,0.33142
-0.099346,0.32575
-0.098642,0.32017
-0.097933,0.31467
-0.097221,0.30925
-0.096506,0.30392
-0.095788,0.29866
-1.6651,-56.227
-1.6643,-9.2886
-1.6422,-8.6785
-1.5999,-7.9847
-1.5388,-7.2167
-1.4606,-6.3842
-1.3666,-5.4965
-1.2586,-4.563
-1.1382,-3.5928
-1.0069,-2.5948
-0.86647,-1.5776
-0.71846,-0.54913
-0.56447,0.48283
-0.41775,1.0881
-0.29098,1.2086
-0.19109,0.97251
-0.11884,0.55778
-0.070601,0.11493
-0.040665,-0.26162
-0.023126,-0.53237
-0.01303,-0.6974
-0.0068263,-0.77824
-0.0023259,-0.80302
0.0015941,-0.79714
0.0053583,-0.77907
0.0090171,-0.75975
0.012477,-0.74406
0.015634,-0.73293
0.018435,-0.72529
0.020878,-0.71947
0.023009,-0.71401
0.024887,-0.70798
0.026579,-0.70096
0.028136,-0.69297
0.0296,-0.68422
0.030993,-0.67498
0.032331,-0.66553
0.033619,-0.65604
0.034861,-0.64665
0.036056,-0.63739
0.037204,-0.62828
0.038307,-0.61932
0.039365,-0.61048
0.04038,-0.60175
0.041353,-0.59312
0.042286,-0.58459
0.04318,-0.57616
0.044037,-0.56782
0.044858,-0.55957
0.045644,-0.55143
0.046395,-0.54338
0.047113,-0.53544
0.047799,-0.5276
0.048452,-0.51986
0.049074,-0.51221
0.049666,-0.50466
0.050228,-0.49721
0.050762,-0.48985
0.051267,-0.48259
0.051745,-0.47542
0.052196,-0.46834
0.052621,-0.46136
0.05302,-0.45446
0.053395,-0.44766
0.053745,-0.44094
0.054072,-0.43431
0.054377,-0.42776
0.054658,-0.42131
0.054918,-0.41493
0.055157,-0.40864
0.055375,-0.40244
0.055573,-0.39631
0.055752,-0.39027
0.055912,-0.38431
0.056053,-0.37842
0.056176,-0.37262
0.056281,-0.36689
0.05637,-0.36124
0.056442,-0.35567
0.056498,-0.35017
0.056539,-0.34474
0.056564,-0.33939
0.056575,-0.33411
0.056571,-0.32891
0.056553,-0.32377
0.056522,-0.31871
0.056478,-0.31371
0.056421,-0.30878
0.056352,-0.30392
0.056271,-0.29913
0.056179,-0.29441
0.056075,-0.28975
0.055961,-0.28515
0.055836,-0.28062
0.055701,-0.27615
0.055556,-0.27174
0.055401,-0.2674
0.055238,-0.26312
0.055065,-0.25889
0.054884,-0.25473
0.054695,-0.25062
